	SBS1	SBS2	SBS5	SBS7a	SBS7b	SBS8	SBS10a	SBS10b	SBS11	SBS12	SBS13	SBS14	SBS15	SBS17a	SBS17b	SBS18	SBS20	SBS31	SBS33	SBS35	SBS39	SBS43	SBS44	SBS45	SBS46	SBS53	SBS54	SBS57	SBS60	SBS84	SBS87	SBS288L1/H3	SBS288L2	SBS288L3	SBS288L4	SBS288L5	SBS288H1	SBS288H2	SBS288H4	SBS288H5	DBS1	DBS2	DBS4	DBS5	DBS6	DBS7	DBS9	DBS10	DBS11	DBS78L1/H1	DBS78H2	DBS78H3	ID1	ID2	ID3	ID4	ID5	ID8	ID9	ID12	ID17	ID83L1	ID83I1	ID83I2	ID83I3/H1	ID83H2	ID83H3	ID83H4	ID83I4/H5	Unassigned_SBS
KiCS0271_19_13900_A_02_00	338	0	1664	0	0	0	0	0	0	0	0	0	0	0	0	2282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	78	66	0	0	0	0	87	118	0	0	0	163	0	0	0	0	107	0
KiCS0272_20_18312_A_02_00	114	0	472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	58	0
KiCS0274_19_4026_A_02_00	316	0	938	0	0	0	0	0	0	0	0	0	0	0	0	756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0
KiCS0276_19_5404_A_02_00	0	0	1279	0	0	0	0	0	0	0	0	0	0	686	1655	1760	0	9223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	218	0	161	140	283	0	0	0	277	0	0	0	0	0	297	0	0	0	80	0
KiCS0277_19_13896_A_02_00	190	0	1389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	110	0	0	0	0	62	0
KiCS0277_19_4280_A_02_00	239	0	3485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	163	0	592	0	0	313	0	0	0	0	0	137	0
KiCS0282_19_8768_A_02_00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6756	0	979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	57	118	0	0	0	0	106	0	0	0	0	60	0
KiCS0282_20_18314_A_02_00	0	0	1925	0	0	0	0	0	0	0	0	0	0	0	0	4942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	96	0	0	0	137	84	0	0	0	0	321	0	0	0	0	99	0
KiCS0283_19_15299_A_02_00	139	0	837	0	0	0	0	0	0	0	0	0	0	0	0	338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0
KiCS0285_19_15633_A_02_00	135	0	778	0	0	433	0	0	0	0	0	0	0	0	0	554	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0
KiCS0288_20_11147_A_02_00	198	0	617	0	0	0	0	0	0	0	0	0	0	0	0	747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	119	0	0	0	0	0	0	0	0	0	70	0	0	0	0	88	0
KiCS0289_19_15639_A_02_00	0	0	343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0
KiCS0292_19_15636_A_02_00	0	0	724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0
KiCS0293_19_15645_A_02_00	118	0	958	0	0	416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0
KiCS0295_19_3667_A_02_00	0	0	494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	78	0
KiCS0295_20_6217_A_02_00	213	0	1559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	67	0	0	0	0	80	80	0	0	0	0	106	0
KiCS0296_19_6855	136	0	2966	0	0	0	0	0	0	0	0	0	0	0	0	1589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	216	0	0	0	0	90	0	0	0	0	153	0	0	0	0	0	0
KiCS0298_19_3826	0	0	478	0	0	0	0	0	0	0	0	0	0	0	0	685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0
KiCS0298_20_11148_A_02_00	0	0	2509	0	0	0	0	0	0	0	0	0	0	0	0	1881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	124	83	0	0	0	0	97	0
KiCS0299_19_3794	473	0	2908	0	0	2579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11639	0	1814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2360	0	0	0	197	1022
KiCS0302_19_15647_A_02_00	0	0	528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0
KiCS0306_19_19567_A_02_00	301	0	1307	0	0	1367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1373	0	0	0	0	0	0	0	0	0	0	0	0	2333	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	130	0	0	0	82	107	0	0	0	0	86	0	0	0	0	59	663
KiCS0310_19_15653_A_02_00	1799	0	12448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	517	420	0	0	701	0	0	0	0	0	0	0	687	0	0	0	0	0
KiCS0312_19_15651_A_02_00	512	0	809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0
KiCS0314_19_11045_A_02_00	150	0	908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	81	0
KiCS0319_19_11213_A_02_00	547	0	834	0	0	0	0	0	0	0	0	0	0	0	0	390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	396	511	0	0	0	0	0	0	0	0	0	165	0	0	0	0	0	0
KiCS0319_19_19753_A_02_00	530	0	947	0	0	0	0	0	0	0	0	0	0	0	0	393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	548	831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KiCS0320_20_18316_A_02_00	0	0	420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	103	0
KiCS0323_19_26722_A_02_00	137	0	1833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3887	0
KiCS0324_19_15655_A_02_00	435	0	2799	0	0	2658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	266	373	187	0	0	0	0	88	0	0	0	0	0	0
KiCS0326_19_21779_A_02_00	474	0	1986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	124	0	0	0	0	0	0	0	0	102	139	0	0	0	0	128	0
KiCS0327_20_75_A_02_00	0	0	199	0	0	0	0	0	0	0	0	0	0	0	0	1216	0	1523	0	0	1655	0	0	0	0	0	0	0	0	0	0	0	1619	0	1073	0	0	0	0	0	0	0	32	0	0	0	27	0	0	0	0	0	94	108	0	0	0	111	130	0	0	0	0	124	0	0	0	0	85	0
KiCS0329_19_12113_A_02_00	111	0	1126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	54	97	0	0	0	0	68	0
KiCS0332_19_12115_A_02_00	222	0	2343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	108	0	0	0	0	72	0
KiCS0333_19_16938_A_02_00	290	0	1502	0	0	1191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	82	0	0	0	0	0
KiCS0333_19_16940_A_02_00	125	0	1102	0	0	617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	241	0	0	0	0	0	0
KiCS0334_19_16943_A_02_00	0	0	392	0	0	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0
KiCS0336_20_76_A_02_00	226	0	1203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0
KiCS0337_19_12649_A_02_00	0	0	379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0
KiCS0339_20_1400_A_02_00	258	0	883	0	0	0	0	0	0	0	0	0	0	0	0	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	65	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0
KiCS0341_19_17403_A_02_00	443	0	1712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	53	0	0	0	0	121	0	0	0	0	0	286	0	0	0	0	140	0
KiCS0343_19_13225_A_06_00	307	0	3253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5982	0
KiCS0345_20_1395_A_02_00	339	289	3631	0	0	0	0	0	0	0	808	0	0	0	0	2081	0	0	1089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	96	0	0	0	0	282	0	0	0	0	83	0
KiCS0347_19_17408_A_02_00	0	0	427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0
KiCS0349_19_17411_A_02_00	0	0	1089	0	0	0	0	0	0	0	0	0	0	0	0	2481	0	4771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1696	4486	0	0	0	0	0	32	50	109	59	0	0	0	0	0	151	0	0	0	265	0	0	0	206	0	0	0	0	185	0	0	0	0	85	0
KiCS0350_19_25243_A_02_00	530	0	2130	0	0	2335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	125	0	0	0	0	119	0	0	0	0	0	0
KiCS0350_20_1787_A_02_00	551	0	1851	0	0	1891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	90	0	0	0	0	99	0	0	0	0	51	0
KiCS0354_19_19173_A_02_00	297	0	1865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1077	0
KiCS0356_19_17417_A_02_00	232	0	1349	0	0	0	0	0	0	0	0	0	0	0	0	487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	55	0	0	0	0	0	0	0	0	96	125	0	0	0	0	90	0
KiCS0358_19_19175_A_02_00	132	0	3838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	337	0	0	0	0	0	0	0	0	0	586	0	0	0	0	903	0	0	0	241	0
KiCS0359_19_18908_A_02_00	544	0	2314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	112	0	0	0	0	0	0	0	0	149	118	0	0	0	0	103	0
KiCS0361_19_18661_A_02_00	108	0	455	0	0	271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0
KiCS0362_19_19176_A_02_00	247	0	2484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	0	0	0	0	0	0	161	0	370	0	0	0	0	220	0	0	0	382	0
KiCS0363_19_21783_A_02_00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1050	0	3027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	60	0	0	0	0	0	0	0	76	0	97	53	0	0	0	0	0	0
KiCS0363_19_21794_A_02_00	106	0	889	0	0	0	0	0	0	0	0	0	0	0	0	583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0
KiCS0365_19_19570_A_02_00	0	0	2139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12984	2226	0	0	0	0	0	27	0	48	0	0	0	0	0	0	54	0	0	0	207	0	0	174	104	0	0	0	168	0	0	0	0	0	0	0
KiCS0366_19_20056_A_02_00	250	0	954	0	0	471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KiCS0366_20_11333_A_02_00	481	0	3309	0	0	977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	418	106	0	0	0	0	0	0	0	0	197	102	0	0	0	0	97	0
KiCS0370_19_21815_A_02_00	178	0	1874	0	0	1004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	205	0	495	0	0	0	0	0	0	0	0	303	0
KiCS0371_19_22172_A_02_00	0	0	353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0
KiCS0374_20_3759_A_02_00	257	0	1489	0	0	0	0	0	0	0	0	0	0	0	0	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	90	0	0	0	0	0	0	0	0	0	191	0	0	0	0	136	0
KiCS0374_20_3760_A_02_00	340	0	1667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	58	84	0	0	0	0	0	0	0	0	0	259	0	0	0	0	179	0
KiCS0375_20_484_A_02_00	243	0	3880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3257	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	111	0	0	0	0	0	0	0	0	0	4267	0	0	0	0	0	0	0	0	490	0
KiCS0376_19_23808_A_02_00	0	0	3159	0	0	0	0	0	0	0	0	0	0	0	0	529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	94	0	0	0	0	0	0	405	0	0	0	277	0	0	0	0	197	0
KiCS0377_20_18334_A_02_00	331	0	2258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2303	0
KiCS0378_19_25245_A_02_00	236	0	1463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	126	0	0	0	0	68	0
KiCS0379_20_18013_A_02_00	113	0	594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	67	0
KiCS0380_19_25917_A_02_00	111	0	710	0	0	812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	93	0	0	0	0	0	0	0	0	95	118	0	0	0	0	91	0
KiCS0383_19_25931_A_02_00	147	0	739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	146	0
KiCS0386_20_425_A_02_00	357	0	1246	0	0	353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	228	0	0	0	0	126	0
KiCS0391_20_11161_A_02_00	144	0	1061	0	0	0	0	0	0	0	168	0	0	0	0	836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	191	0	0	0	0	112	0
KiCS0487_20_20203_A_02_00	463	0	1592	0	0	0	0	0	0	0	0	0	0	0	0	267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	144	0	0	0	0	0	0	0	0	0	218	0	0	0	0	230	0
zcc1	593	0	2444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	170	0	0	0	0	0	0	0	0	158	214	0	0	0	0	0	0
zcc2	353	0	1903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	295	0	0	0	0	262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	177	322	0	0	0	0	0	0
zcc3	126	0	5007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	34	0	0	0	0	0	0	0	0	0	276	171	0	0	0	0	216	133	0	0	0	0	0	0
zcc4	455	0	2948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	78	0	0	0	0	0	0	0	0	179	234	0	0	0	0	0	0
zcc5	144	0	2620	0	0	0	0	0	0	0	0	0	0	0	0	1575	0	1119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1979	1574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	61	0	0	0	76	0	0	0	0	296	0	200	0	0	0	0	0
zcc6	207	0	1224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	763	0	606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	275	0	0	0	0	0	0
zcc7	260	327	4170	0	0	1769	0	0	0	0	286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	112	0	0	0	0	160	0	0	0	335	104	0	0	0	0	0	0
zcc8	156	0	2714	0	0	2374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	151	0	0	0	0	613	199	0	0	0	0	0	0
zcc9	0	0	1900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	495	0	0	0	0	0	0	0	0	0	0	75	0	0	0	94	0	0	0	0	0	95	148	0	0	0	0	0	0
zcc10	0	0	2489	0	0	0	0	0	0	3030	0	0	4994	0	0	0	0	0	0	2185	0	0	0	0	0	0	0	2682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	98	9509	5339	0	0	0	0	0	0	0	0	0	0	0	0	4665	0	0	0
zcc11	232	0	4280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	217	136	0	0	0	0	0	0
zcc12	0	0	531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	145	0	0	0	0	0	0
zcc13	0	0	937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	111	0	0	0	0	0	0
zcc14	361	0	2850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	209	184	0	0	0	0	0	0
